0.267276 0.156318 0.180500
0.531079 0.312635 0.360019
0.791408 0.468953 0.538557
1.048263 0.625270 0.716114
1.301644 0.781588 0.892690
1.551552 0.937905 1.068285
1.797986 1.094223 1.242899
2.040946 1.250541 1.416532
2.280432 1.406858 1.589184
2.516445 1.563176 1.760855
2.748984 1.719493 1.931545
2.978050 1.875811 2.101254
3.203641 2.032129 2.269981
3.425759 2.188446 2.437728
3.644403 2.344764 2.604494
3.859574 2.501081 2.770279
4.071270 2.657398 2.935083
4.279493 2.813716 3.098906
4.484242 2.970033 3.261748
4.685518 3.126351 3.423609
4.883320 3.282668 3.584489
5.077648 3.438986 3.744387
5.268503 3.595303 3.903305
5.455884 3.751621 4.061242
5.639791 3.907938 4.218198
5.820224 4.064256 4.374173
5.997183 4.220573 4.529167
6.170669 4.376891 4.683179
6.340681 4.533209 4.836211
6.507219 4.689527 4.988262
6.670284 4.845844 5.139332
6.829875 5.002162 5.289421
6.985992 5.158480 5.438529
7.138636 5.314797 5.586656
7.287806 5.471115 5.733802
7.433502 5.627433 5.879967
7.575724 5.783751 6.025151
7.714473 5.940068 6.169353
7.849748 6.096386 6.312575
7.981549 6.252704 6.454816
8.109877 6.409021 6.596076
8.234731 6.565339 6.736355
8.356111 6.721657 6.875653
8.474017 6.877975 7.013970
8.588449 7.034292 7.151306
8.699409 7.190610 7.287661
8.806893 7.346928 7.423035
8.910905 7.503245 7.557428
9.011442 7.659563 7.690840
9.108506 7.815881 7.823271
9.202096 7.972198 7.954721
9.292212 8.128516 8.085190
9.378856 8.284834 8.214678
9.462025 8.441152 8.343184
9.541720 8.597469 8.470711
9.617942 8.753787 8.597256
9.690690 8.910105 8.722819
9.759964 9.066422 8.847403
9.825765 9.222740 8.971004
9.888091 9.379058 9.093625
9.946944 9.535376 9.215265
10.002323 9.691693 9.335924
10.054229 9.848011 9.455602
10.102660 10.004329 9.574299
10.147618 10.160646 9.692015
10.189103 10.316964 9.808750
10.227114 10.473282 9.924504
10.261651 10.629600 10.039277
10.292714 10.785917 10.153069
10.320304 10.942235 10.265881
10.344419 11.098553 10.377710
10.365062 11.254870 10.488560
10.382230 11.411188 10.598428
10.395925 11.567506 10.707314
10.406145 11.723824 10.815221
10.412892 11.880141 10.922146
10.416165 12.036459 11.028090
10.415965 12.192777 11.133053
10.412291 12.349094 11.237035
10.405143 12.505412 11.340035
10.394522 12.661730 11.442056
10.380426 12.818048 11.543095
10.362858 12.974365 11.643152
10.341815 13.130683 11.742229
10.317299 13.287001 11.840325
10.289309 13.443318 11.937441
10.257845 13.599636 12.033575
10.222907 13.755954 12.128728
10.184496 13.912271 12.222900
10.142611 14.068589 12.316092
10.097252 14.224907 12.408301
10.048419 14.381225 12.499531
9.996113 14.537542 12.589779
9.940333 14.693860 12.679046
9.881080 14.850178 12.767332
9.818353 15.006495 12.854637
9.752151 15.162813 12.940961
9.682477 15.319131 13.026304
9.609328 15.475449 13.110666
9.532706 15.631766 13.194047
9.452610 15.788084 13.276447
9.369040 15.944402 13.357866
9.281997 16.100719 13.438304
9.191480 16.257036 13.517761
9.097488 16.413353 13.596237
9.000024 16.569670 13.673732
8.899086 16.725986 13.750246
8.794674 16.882303 13.825779
8.686789 17.038620 13.900331
8.575429 17.194937 13.973903
8.460596 17.351254 14.046493
8.342289 17.507570 14.118102
8.220509 17.663887 14.188730
8.095254 17.820204 14.258377
7.966526 17.976521 14.327044
7.834324 18.132837 14.394729
7.698649 18.289154 14.461432
7.559500 18.445471 14.527156
7.416877 18.601788 14.591898
7.270780 18.758104 14.655659
7.121210 18.914421 14.718439
6.968165 19.070738 14.780238
6.811647 19.227055 14.841056
6.651656 19.383371 14.900893
6.488190 19.539688 14.959749
6.321251 19.696005 15.017624
6.150839 19.852322 15.074518
5.976953 20.008638 15.130431
5.799592 20.164955 15.185363
5.618759 20.321272 15.239314
5.434451 20.477589 15.292284
5.246670 20.633905 15.344273
5.055415 20.790222 15.395281
4.860686 20.946539 15.445308
4.662483 21.102856 15.494354
4.460807 21.259172 15.542419
4.255657 21.415489 15.589503
4.047033 21.571806 15.635607
3.834936 21.728123 15.680729
3.619365 21.884439 15.724870
3.400320 22.040756 15.768030
3.177802 22.197073 15.810209
2.951809 22.353390 15.851407
2.722343 22.509706 15.891624
2.489404 22.666023 15.930861
2.252990 22.822340 15.969115
2.013103 22.978657 16.006390
1.769742 23.134974 16.042683
1.522908 23.291290 16.077995
1.272599 23.447607 16.112326
1.018817 23.603924 16.145676
0.761562 23.760241 16.178045
0.500832 23.916557 16.209433
0.236629 24.072874 16.239840
-0.031048 24.229191 16.269266
-0.302199 24.385508 16.297710
-0.576823 24.541824 16.325174
-0.854921 24.698141 16.351658
-1.136493 24.854458 16.377159
-1.421538 25.010775 16.401680
-1.710057 25.167091 16.425220
-2.002050 25.323408 16.447779
-2.297517 25.479725 16.469357
-2.596457 25.636042 16.489954
-2.898872 25.792358 16.509569
-3.204759 25.948675 16.528204
-3.514121 26.104992 16.545858
-3.826956 26.261309 16.562531
-4.143265 26.417625 16.578222
-4.463048 26.573942 16.592934
-4.786304 26.730259 16.606663
-5.113034 26.886576 16.619411
-5.443238 27.042892 16.631180
-5.776916 27.199209 16.641968
-6.114068 27.355526 16.651773
-6.454693 27.511843 16.660599
-6.798792 27.668159 16.668444
-7.146365 27.824476 16.675306
-7.497411 27.980793 16.681189
-7.851931 28.137110 16.686090
-8.209925 28.293427 16.690010
-8.571392 28.449743 16.692949
-8.936334 28.606060 16.694908
-9.304749 28.762377 16.695885
-9.676638 28.918694 16.695881
-10.052000 29.075010 16.694897
-10.430837 29.231327 16.692930
-10.813147 29.387644 16.689983
-11.198931 29.543961 16.686056
-11.588188 29.700277 16.681147
-11.980920 29.856594 16.675257
-12.377125 30.012911 16.668386
-12.776803 30.169228 16.660534
-13.179955 30.325544 16.651701
-13.586581 30.481861 16.641888
-13.996681 30.638178 16.631092
-14.410254 30.794495 16.619316
-14.827302 30.950811 16.606560
-15.247823 31.107128 16.592821
-15.671818 31.263445 16.578102
-16.099287 31.419762 16.562403
-16.530230 31.576078 16.545721
-16.964645 31.732395 16.528059
-17.402534 31.888712 16.509417
-17.843899 32.045029 16.489792
-18.288736 32.201347 16.469187
-18.737047 32.357666 16.447601
-19.188831 32.513985 16.425034
-19.644091 32.670303 16.401485
-20.102823 32.826622 16.376957
-20.565029 32.982941 16.351446
-21.030708 33.139259 16.324955
-21.499863 33.295578 16.297483
-21.972490 33.451897 16.269030
-22.448591 33.608215 16.239595
-22.928165 33.764534 16.209181
-23.411213 33.920853 16.177784
-23.897736 34.077171 16.145407
-24.387732 34.233490 16.112049
-24.881201 34.389809 16.077711
-25.378143 34.546127 16.042391
-25.878561 34.702446 16.006090
-26.382452 34.858765 15.968808
-26.889816 35.015083 15.930545
-27.400654 35.171402 15.891301
-27.914967 35.327721 15.851076
-28.432753 35.484039 15.809870
-28.954012 35.640358 15.767683
-29.478745 35.796677 15.724515
-30.006952 35.952995 15.680366
-30.538633 36.109314 15.635236
-31.073788 36.265633 15.589125
-31.612415 36.421951 15.542032
-32.154518 36.578270 15.493959
-32.700092 36.734589 15.444905
-33.249142 36.890907 15.394871
-33.801666 37.047226 15.343855
-34.357662 37.203545 15.291858
-34.917133 37.359863 15.238880
-35.480080 37.516182 15.184921
-36.046497 37.672501 15.129981
-36.616390 37.828819 15.074060
-37.189754 37.985138 15.017159
-37.766594 38.141457 14.959275
-38.346909 38.297775 14.900412
-38.930695 38.454094 14.840567
-39.517956 38.610413 14.779740
-40.108688 38.766731 14.717934
-40.702896 38.923050 14.655146
-41.300579 39.079369 14.591376
-41.901733 39.235687 14.526627
-42.506363 39.392006 14.460896
-43.114468 39.548325 14.394183
-43.726044 39.704643 14.326490
-44.341095 39.860962 14.257816
-44.959618 40.017281 14.188161
-45.581615 40.173599 14.117525
-46.207088 40.329918 14.045908
-46.836033 40.486237 13.973310
-47.468452 40.642555 13.899731
-48.104347 40.798874 13.825171
-48.743713 40.955193 13.749630
-49.386555 41.111511 13.673108
-50.032867 41.267830 13.595605
-50.682655 41.424149 13.517121
-51.335918 41.580467 13.437656
-51.992653 41.736786 13.357210
-52.652863 41.893105 13.275784
-53.316544 42.049423 13.193376
-53.983700 42.205742 13.109986
-54.654331 42.362061 13.025617
-55.328434 42.518379 12.940266
-56.006012 42.674698 12.853933
-56.687065 42.831017 12.766621
-57.371590 42.987335 12.678327
-58.059589 43.143654 12.589051
-58.751060 43.299973 12.498796
-59.446007 43.456291 12.407558
-60.144428 43.612610 12.315340
-60.846321 43.768929 12.222141
-61.551689 43.925247 12.127961
-62.260532 44.081566 12.032800
-62.972847 44.237885 11.936658
-63.688637 44.394203 11.839535
-64.407898 44.550522 11.741431
-65.130638 44.706841 11.642346
-65.856850 44.863159 11.542280
-66.586533 45.019478 11.441234
-67.319687 45.175797 11.339206
-68.056320 45.332115 11.236197
-68.796425 45.488434 11.132207
-69.540001 45.644753 11.027236
-70.287056 45.801071 10.921284
-71.037582 45.957390 10.814351
-71.791580 46.113708 10.706437
-72.549057 46.270027 10.597542
-73.310005 46.426346 10.487666
-74.074425 46.582664 10.376809
-74.842323 46.738983 10.264971
-75.613693 46.895302 10.152152
-76.388535 47.051620 10.038352
-77.166847 47.207939 9.923571
-77.948639 47.364258 9.807809
-78.733902 47.520576 9.691066
-79.522636 47.676895 9.573342
-80.314850 47.833214 9.454638
-81.110535 47.989532 9.334951
-81.909691 48.145851 9.214285
-82.712326 48.302170 9.092637
-83.518433 48.458488 8.970008
-84.328011 48.614807 8.846398
-85.141068 48.771126 8.721807
-85.957596 48.927444 8.596235
-86.777596 49.083763 8.469683
-87.601074 49.240082 8.342149
-88.428024 49.396400 8.213634
-89.258446 49.552719 8.084138
-90.092339 49.709038 7.953661
-90.929710 49.865356 7.822203
-91.770554 50.021675 7.689764
-92.614868 50.177994 7.556345
-93.462662 50.334312 7.421944
-94.313927 50.490631 7.286562
-95.168663 50.646950 7.150199
-96.026878 50.803268 7.012855
-96.888565 50.959587 6.874530
-97.753723 51.115906 6.735224
-98.622360 51.272224 6.594937
-99.494469 51.428543 6.453670
-100.370049 51.584862 6.311421
-101.249100 51.741180 6.168191
-102.131630 51.897499 6.023980
